Date,Open-Stock-3,Close-Stock-3,High-Stock-3,Low-Stock-3,VWAP-Stock-3,Turnover-Stock-3,Volume-Stock-3,OC3,HL3
2010-08-25,2765.0,2750.3,2822.9,2738.0,2779.42,34669936430000,124738,14.699999999999818,84.90000000000009
2010-08-26,2760.0,2742.9,2785.5,2730.0,2745.02,30676915640000,111755,17.09999999999991,55.5
2010-08-27,2769.95,2727.1,2770.0,2704.0,2726.13,45040099085000,165216,42.84999999999991,66.0
2010-08-30,2759.5,2712.9,2759.5,2685.0,2706.11,8679314105000,32073,46.59999999999991,74.5
2010-08-31,2685.25,2762.65,2792.0,2685.25,2757.95,62477937760000,226538,-77.40000000000009,106.75
2010-09-01,2793.1,2738.75,2793.1,2728.0,2748.45,14273550230000,51933,54.34999999999991,65.09999999999991
2010-09-02,2769.0,2797.5,2815.0,2746.0,2792.78,27666967320000,99066,-28.5,69.0
2010-09-03,2810.0,2809.7,2831.0,2782.0,2810.78,63789867300000,226947,0.3000000000001819,49.0
2010-09-06,2832.0,2849.7,2864.0,2814.05,2849.06,48813723915000,171333,-17.699999999999818,49.94999999999982
2010-09-07,2864.0,2853.95,2891.5,2835.25,2887.19,126077057575000,436678,10.050000000000182,56.25
2010-09-08,2853.35,2836.0,2878.0,2830.0,2854.47,9086364440000,31832,17.34999999999991,48.0
2010-09-09,2855.9,2808.75,2870.0,2800.0,2820.95,11435292575000,40537,47.15000000000009,70.0
2010-09-13,2834.4,2797.75,2850.0,2788.85,2801.95,12195466700000,43525,36.65000000000009,61.15000000000009
2010-09-14,2900.0,2860.55,2900.0,2788.0,2852.74,120143867735000,421152,39.44999999999982,112.0
2010-09-15,2848.8,2855.6,2914.9,2835.3,2883.29,48903127575000,169609,-6.799999999999727,79.59999999999991
2010-09-16,2855.6,2800.7,2877.25,2791.0,2842.82,22298522680000,78438,54.90000000000009,86.25
2010-09-17,2820.0,2847.05,2858.15,2808.0,2837.12,22945746790000,80877,-27.050000000000182,50.15000000000009
2010-09-20,2847.05,2853.6,2878.5,2831.5,2857.91,18143984100000,63487,-6.549999999999727,47.0
2010-09-21,2825.25,2816.1,2873.55,2800.0,2825.5,11684837945000,41355,9.150000000000091,73.55000000000018
2010-09-22,2821.0,2768.85,2841.0,2755.1,2782.91,13470404115000,48404,52.15000000000009,85.90000000000009
2010-09-23,2771.7,2743.1,2783.5,2726.6,2756.89,20226207980000,73366,28.59999999999991,56.90000000000009
2010-09-24,2755.0,2789.35,2814.0,2735.0,2796.89,118232260345000,422728,-34.34999999999991,79.0
2010-09-27,2805.0,2778.4,2824.4,2769.0,2795.97,14288522730000,51104,26.59999999999991,55.40000000000009
2010-09-28,2790.0,2777.85,2805.0,2757.0,2778.63,32517488940000,117027,12.150000000000091,48.0
2010-09-29,2787.0,2749.35,2799.5,2733.5,2784.23,80357733835000,288617,37.65000000000009,66.0
2010-09-30,2725.0,2663.2,2769.9,2650.0,2690.08,27446860545000,102030,61.80000000000018,119.90000000000009
2010-10-01,2698.0,2664.5,2718.0,2655.0,2687.47,28890084385000,107499,33.5,63.0
2010-10-04,2699.0,2646.3,2709.9,2640.1,2674.8,22393667375000,83721,52.69999999999982,69.80000000000018
2010-10-05,2650.1,2654.4,2689.8,2650.0,2667.06,26813821430000,100537,-4.300000000000182,39.80000000000018
2010-10-06,2955.0,2703.95,2955.0,2671.0,2688.96,40376333455000,150156,251.05000000000018,284.0
2010-10-07,2705.0,2700.65,2748.0,2670.0,2725.57,27324964905000,100254,4.349999999999909,78.0
2010-10-08,2734.0,2675.75,2734.0,2670.0,2689.9,14220144040000,52865,58.25,64.0
2010-10-11,2650.0,2661.25,2709.0,2650.0,2670.01,14957144835000,56019,-11.25,59.0
2010-10-12,2682.95,2660.65,2682.95,2645.0,2659.37,13730615395000,51631,22.299999999999727,37.94999999999982
2010-10-13,2688.0,2662.5,2688.0,2655.0,2663.52,15102663585000,56702,25.5,33.0
2010-10-14,2665.2,2699.05,2721.9,2665.2,2705.21,18623779975000,68844,-33.850000000000364,56.70000000000027
2010-10-15,2700.0,2657.8,2725.0,2655.0,2680.54,54864307050000,204676,42.19999999999982,70.0
2010-10-18,2665.8,2658.95,2715.0,2630.0,2645.01,16645556615000,62932,6.850000000000364,85.0
2010-10-19,2720.0,2635.7,2720.0,2628.0,2670.75,14713166905000,55090,84.30000000000018,92.0
2010-10-20,2630.0,2604.4,2634.0,2595.0,2609.46,9854644295000,37765,25.59999999999991,39.0
2010-10-21,2612.2,2635.35,2643.65,2610.25,2627.05,6538470500000,24889,-23.15000000000009,33.40000000000009
2010-10-22,2643.3,2623.6,2659.9,2617.25,2634.82,13323501280000,50567,19.700000000000273,42.65000000000009
2010-10-25,2623.0,2620.7,2648.0,2613.0,2625.84,5469897630000,20831,2.300000000000182,35.0
2010-10-26,2625.1,2591.95,2640.0,2589.9,2610.55,20575532740000,78817,33.15000000000009,50.09999999999991
2010-10-27,2620.0,2502.6,2620.0,2490.0,2517.74,76754205325000,304854,117.40000000000009,130.0
2010-10-28,2612.0,2648.45,2698.0,2502.65,2641.62,68558354810000,259531,-36.44999999999982,195.3499999999999
2010-10-29,2650.0,2687.75,2709.9,2650.0,2688.43,24769290315000,92133,-37.75,59.90000000000009
2010-11-01,2701.0,2705.05,2712.0,2678.0,2698.33,10897200015000,40385,-4.050000000000182,34.0
2010-11-02,2710.05,2792.8,2799.0,2695.0,2775.57,28307531215000,101988,-82.75,104.0
2010-11-03,2822.0,2694.9,2822.0,2681.95,2726.77,30525963085000,111949,127.09999999999991,140.05000000000018
2010-11-04,2699.05,2663.05,2730.0,2650.0,2669.86,27127408785000,101606,36.0,80.0
2010-11-05,2700.0,2688.95,2724.0,2671.0,2687.41,2450651485000,9119,11.050000000000182,53.0
2010-11-08,2687.0,2740.85,2752.7,2687.0,2725.97,15691210135000,57562,-53.84999999999991,65.69999999999982
2010-11-09,2743.2,2755.4,2759.85,2688.0,2741.65,10363996130000,37802,-12.200000000000273,71.84999999999991
2010-11-10,2755.0,2747.45,2775.0,2733.85,2756.92,12703038990000,46077,7.550000000000182,41.15000000000009
2010-11-11,2747.45,2650.85,2747.45,2620.0,2691.73,31958132455000,118727,96.59999999999991,127.44999999999982
2010-11-12,2665.0,2639.3,2699.0,2620.0,2662.26,19581441030000,73552,25.699999999999818,79.0
2010-11-15,2660.0,2663.6,2689.0,2620.0,2664.7,40510088595000,152025,-3.599999999999909,69.0
2010-11-16,2663.55,2658.45,2675.0,2625.95,2655.19,19940749605000,75101,5.100000000000364,49.05000000000018
2010-11-18,2660.0,2652.3,2695.0,2585.0,2648.8,14420306705000,54441,7.699999999999818,110.0
2010-11-19,2674.0,2636.6,2680.1,2610.1,2639.08,10809395850000,40959,37.40000000000009,70.0
2010-11-22,2651.15,2659.35,2685.0,2611.0,2658.85,25003534195000,94039,-8.199999999999818,74.0
2010-11-23,2649.0,2639.35,2649.0,2601.0,2638.69,29806932730000,112961,9.650000000000091,48.0
2010-11-24,2640.0,2604.1,2669.0,2588.0,2634.44,12494364185000,47427,35.90000000000009,81.0
2010-11-25,2634.45,2520.4,2634.45,2450.0,2545.85,21447990825000,84247,114.04999999999973,184.44999999999982
2010-11-26,2575.0,2547.7,2621.2,2470.0,2540.67,33502268020000,131864,27.300000000000182,151.19999999999982
2010-11-29,2551.1,2585.75,2616.55,2551.1,2575.17,35944268825000,139580,-34.65000000000009,65.45000000000027
2010-11-30,2559.95,2648.9,2659.95,2559.95,2612.93,13027808820000,49859,-88.95000000000027,100.0
2010-12-01,2635.35,2680.4,2724.0,2635.35,2692.37,20721282155000,76963,-45.05000000000018,88.65000000000009
2010-12-02,2680.4,2651.85,2720.0,2642.0,2661.44,4714739425000,17715,28.550000000000182,78.0
2010-12-03,2690.0,2670.05,2690.0,2639.0,2668.13,6377088390000,23901,19.949999999999818,51.0
2010-12-06,2670.65,2682.1,2692.5,2670.65,2682.37,4160623615000,15511,-11.449999999999818,21.84999999999991
2010-12-07,2682.1,2707.65,2718.85,2664.0,2692.97,10185883445000,37824,-25.550000000000182,54.84999999999991
2010-12-08,2686.2,2658.05,2717.9,2651.05,2691.69,7956635500000,29560,28.149999999999636,66.84999999999991
2010-12-09,2625.05,2643.6,2685.0,2610.5,2637.54,10034275635000,38044,-18.549999999999727,74.5
2010-12-10,2641.05,2664.65,2674.0,2635.0,2652.03,8132182730000,30664,-23.59999999999991,39.0
2010-12-13,2660.1,2697.25,2706.5,2660.1,2690.76,4069243465000,15123,-37.15000000000009,46.40000000000009
2010-12-14,2698.25,2740.95,2747.3,2698.25,2728.3,6936166285000,25423,-42.69999999999982,49.05000000000018
2010-12-15,2741.0,2711.2,2749.0,2700.0,2715.79,2782053435000,10244,29.800000000000182,49.0
2010-12-16,2729.95,2706.15,2733.35,2684.0,2692.14,23456657115000,87130,23.799999999999727,49.34999999999991
2010-12-20,2700.0,2764.8,2774.95,2700.0,2760.04,13241862725000,47977,-64.80000000000018,74.94999999999982
2010-12-21,2764.8,2916.2,2936.0,2730.25,2882.0,49666364235000,172333,-151.39999999999964,205.75
2010-12-22,2930.0,2941.5,2974.0,2921.0,2952.25,30444186890000,103122,-11.5,53.0
2010-12-23,2903.0,2963.9,3027.3,2872.5,2987.69,49644279275000,166163,-60.90000000000009,154.80000000000018
2010-12-24,2960.0,2887.75,2965.0,2875.1,2911.79,18905353805000,64927,72.25,89.90000000000009
2010-12-27,2866.5,2839.7,2899.6,2823.0,2852.24,10832800760000,37980,26.800000000000182,76.59999999999991
2010-12-28,2835.45,2812.5,2846.5,2802.0,2816.41,7057634465000,25059,22.949999999999818,44.5
2010-12-29,2813.15,2817.75,2855.0,2810.05,2832.91,11324547420000,39975,-4.599999999999909,44.94999999999982
2010-12-30,2823.4,2822.9,2844.0,2806.75,2821.15,16198480640000,57418,0.5,37.25
2010-12-31,2811.0,2878.7,2893.0,2811.0,2869.91,13786764460000,48039,-67.69999999999982,82.0
2011-01-03,2898.0,2874.55,2937.4,2860.05,2906.6,13204692835000,45430,23.449999999999818,77.34999999999991
2011-01-04,2899.0,2836.2,2899.0,2826.0,2859.49,7126423490000,24922,62.80000000000018,73.0
2011-01-05,2880.0,2880.5,2895.0,2830.25,2878.32,20446148370000,71035,-0.5,64.75
2011-01-06,2882.0,2849.5,2894.0,2842.5,2863.01,4273905445000,14928,32.5,51.5
2011-01-07,2849.55,2775.75,2867.9,2761.35,2802.3,13975336890000,49871,73.80000000000018,106.55000000000018
2011-01-10,2785.05,2677.75,2785.05,2648.0,2703.5,11980815490000,44316,107.30000000000018,137.05000000000018
2011-01-11,2677.75,2703.35,2729.0,2613.0,2670.07,12853163735000,48138,-25.59999999999991,116.0
2011-01-12,2720.0,2726.3,2744.0,2676.0,2718.66,5793735175000,21311,-6.300000000000182,68.0
2011-01-13,2739.0,2713.75,2764.9,2700.1,2730.82,4897171065000,17933,25.25,64.80000000000018
2011-01-14,2685.05,2725.9,2734.5,2684.85,2717.97,5856690020000,21548,-40.84999999999991,49.65000000000009
2011-01-17,2695.55,2662.85,2695.55,2655.0,2670.87,55775861520000,208830,32.70000000000027,40.55000000000018
2011-01-18,2690.0,2654.75,2690.0,2636.0,2650.28,69548788770000,262421,35.25,54.0
2011-01-19,2660.0,2668.35,2698.5,2656.0,2673.38,4550354085000,17021,-8.349999999999909,42.5
2011-01-20,2657.0,2674.3,2684.9,2640.2,2661.15,24671478155000,92710,-17.300000000000182,44.70000000000027
2011-01-21,2636.0,2663.5,2689.0,2636.0,2659.93,20469730145000,76956,-27.5,53.0
2011-01-24,2663.5,2620.95,2709.9,2601.15,2638.21,39701584765000,150487,42.55000000000018,108.75
2011-01-25,2620.95,2599.85,2643.9,2595.0,2604.89,41708910950000,160118,21.09999999999991,48.90000000000009
2011-01-27,2595.0,2600.05,2664.1,2595.0,2600.91,19499255015000,74971,-5.050000000000182,69.09999999999991
2011-01-28,2646.9,2579.1,2646.9,2550.0,2571.05,70297614625000,273420,67.80000000000018,96.90000000000009
2011-01-31,2565.0,2577.5,2599.0,2482.05,2566.42,57740488310000,224985,-12.5,116.94999999999982
2011-02-01,2574.95,2487.9,2580.05,2445.0,2515.74,43737191440000,173854,87.04999999999973,135.05000000000018
2011-02-02,2483.0,2485.45,2525.05,2445.65,2482.45,18649423465000,75125,-2.449999999999818,79.40000000000009
2011-02-03,2450.05,2471.6,2534.0,2439.95,2473.52,18239225935000,73738,-21.549999999999727,94.05000000000018
2011-02-04,2450.05,2486.25,2506.9,2450.05,2491.1,40290784065000,161739,-36.19999999999982,56.84999999999991
2011-02-07,2487.05,2501.55,2531.0,2481.0,2509.26,13202731095000,52616,-14.5,50.0
2011-02-08,2507.0,2479.6,2565.0,2471.1,2515.69,18165773630000,72210,27.40000000000009,93.90000000000009
2011-02-09,2477.5,2475.2,2492.8,2428.05,2460.96,24483820915000,99489,2.300000000000182,64.75
2011-02-10,2460.05,2483.75,2514.0,2455.1,2491.85,16176074135000,64916,-23.699999999999818,58.90000000000009
2011-02-11,2499.35,2498.55,2521.05,2456.0,2491.21,56729529765000,227719,0.7999999999997272,65.05000000000018
2011-02-14,2481.6,2600.0,2623.8,2445.5,2531.41,23952491885000,94621,-118.40000000000009,178.30000000000018
2011-02-15,2582.0,2587.9,2625.05,2575.0,2598.58,8855445700000,34078,-5.900000000000091,50.05000000000018
2011-02-16,2585.0,2564.45,2617.5,2550.0,2590.71,8749859235000,33774,20.550000000000182,67.5
2011-02-17,2596.95,2594.8,2600.2,2546.0,2581.27,8420114810000,32620,2.149999999999636,54.19999999999982
2011-02-18,2585.0,2599.1,2612.7,2585.0,2599.97,38650846180000,148659,-14.099999999999909,27.699999999999818
2011-02-21,2600.0,2570.8,2624.0,2505.2,2559.49,10236440025000,39994,29.199999999999818,118.80000000000018
2011-02-22,2562.05,2510.1,2562.05,2500.0,2525.37,8848133355000,35037,51.95000000000027,62.05000000000018
2011-02-23,2480.05,2478.05,2499.0,2452.2,2479.96,28177274655000,113620,2.0,46.80000000000018
2011-02-24,2467.0,2411.35,2485.0,2398.0,2424.09,44851206530000,185023,55.65000000000009,87.0
2011-02-25,2405.0,2406.5,2470.0,2395.3,2404.95,43379970805000,180378,-1.5,74.69999999999982
2011-02-28,2364.0,2400.7,2450.0,2364.0,2405.21,27649850115000,114958,-36.69999999999982,86.0
2011-03-01,2424.75,2532.8,2547.9,2410.0,2498.04,12808970950000,51276,-108.05000000000018,137.9000000000001
2011-03-03,2501.1,2537.95,2563.65,2485.0,2537.54,15703563065000,61885,-36.84999999999991,78.65000000000009
2011-03-04,2574.95,2508.25,2597.0,2491.1,2537.22,33550916355000,132235,66.69999999999982,105.90000000000009
2011-03-07,2500.05,2505.2,2526.95,2442.2,2491.95,10340098660000,41494,-5.149999999999636,84.75
2011-03-08,2524.0,2500.1,2525.6,2500.0,2502.72,15829925995000,63251,23.90000000000009,25.59999999999991
2011-03-09,2521.95,2501.0,2526.9,2500.0,2501.51,20336299270000,81296,20.949999999999818,26.90000000000009
2011-03-10,2495.1,2500.05,2514.0,2490.0,2500.95,17490666010000,69936,-4.950000000000273,24.0
2011-03-11,2499.0,2529.65,2539.7,2485.0,2525.11,13007328015000,51512,-30.65000000000009,54.69999999999982
2011-03-14,2522.0,2528.15,2555.0,2506.35,2528.1,7958715185000,31481,-6.150000000000091,48.65000000000009
2011-03-15,2501.0,2531.2,2550.0,2500.0,2528.72,9108439880000,36020,-30.199999999999818,50.0
2011-03-16,2587.95,2553.2,2587.95,2535.7,2556.93,5594812210000,21881,34.75,52.25
2011-03-17,2524.0,2579.2,2595.0,2505.0,2564.82,29099129950000,113455,-55.19999999999982,90.0
2011-03-18,2588.0,2546.3,2605.05,2501.0,2574.22,49041227910000,190509,41.69999999999982,104.05000000000018
2011-03-21,2530.15,2523.65,2530.15,2509.05,2520.64,10665571855000,42313,6.5,21.09999999999991
2011-03-22,2534.25,2509.8,2553.7,2506.0,2533.2,3123182870000,12329,24.449999999999818,47.69999999999982
2011-03-23,2507.9,2545.75,2555.0,2507.9,2542.83,8732848585000,34343,-37.84999999999991,47.09999999999991
2011-03-24,2540.0,2502.85,2558.15,2500.0,2519.36,14625118220000,58051,37.15000000000009,58.15000000000009
2011-03-25,2511.55,2529.25,2643.0,2511.55,2546.33,9930440270000,38999,-17.699999999999818,131.44999999999982
2011-03-28,2531.0,2527.4,2556.95,2515.0,2541.97,9012061865000,35453,3.599999999999909,41.94999999999982
2011-03-29,2522.05,2515.85,2544.35,2511.15,2523.72,5369219260000,21275,6.200000000000273,33.19999999999982
2011-03-30,2515.85,2536.2,2574.95,2485.25,2550.82,33146138350000,129943,-20.34999999999991,89.69999999999982
2011-03-31,2529.0,2525.8,2568.9,2511.05,2545.21,16515102150000,64887,3.199999999999818,57.84999999999991
2011-04-01,2568.95,2520.55,2568.95,2511.0,2528.35,14508659680000,57384,48.399999999999636,57.94999999999982
2011-04-04,2550.0,2529.65,2550.0,2522.2,2531.22,25848802885000,102120,20.34999999999991,27.800000000000182
2011-04-05,2533.05,2566.8,2599.0,2533.05,2569.62,17115178275000,66606,-33.75,65.94999999999982
2011-04-06,2565.0,2549.7,2592.0,2542.4,2555.44,17258675125000,67537,15.300000000000182,49.59999999999991
2011-04-07,2579.0,2551.7,2579.0,2545.9,2552.68,15273182150000,59832,27.300000000000182,33.09999999999991
2011-04-08,2569.9,2560.35,2612.85,2550.25,2564.61,27636218815000,107760,9.550000000000182,62.59999999999991
2011-04-11,2555.0,2566.5,2579.05,2540.25,2563.78,9504437300000,37072,-11.5,38.80000000000018
2011-04-13,2565.0,2617.75,2633.95,2551.3,2610.42,45301744990000,173542,-52.75,82.64999999999964
2011-04-15,2617.0,2620.85,2634.9,2576.15,2613.51,9729822800000,37229,-3.849999999999909,58.75
2011-04-18,2637.65,2581.65,2637.65,2565.05,2611.77,6320998125000,24202,56.0,72.59999999999991
2011-04-19,2587.75,2569.15,2587.75,2550.0,2557.55,4607434145000,18015,18.59999999999991,37.75
2011-04-20,2599.95,2568.8,2620.0,2555.15,2577.34,3532240755000,13705,31.149999999999636,64.84999999999991
2011-04-21,2594.5,2591.3,2599.0,2571.3,2586.4,2541655420000,9827,3.199999999999818,27.699999999999818
2011-04-25,2597.0,2662.1,2674.8,2590.1,2644.97,15528092590000,58708,-65.09999999999991,84.70000000000027
2011-04-26,2665.0,2655.9,2692.0,2646.1,2670.92,9694106085000,36295,9.099999999999909,45.90000000000009
2011-04-27,2677.95,2667.85,2679.0,2651.1,2664.45,20530373600000,77053,10.099999999999909,27.90000000000009
2011-04-28,2675.0,2690.85,2723.15,2652.25,2696.49,24100408240000,89377,-15.849999999999909,70.90000000000009
2011-04-29,2690.85,2774.6,2780.0,2690.4,2748.68,55941954985000,203523,-83.75,89.59999999999991
2011-05-02,2775.0,2743.1,2819.0,2725.0,2756.4,11034682430000,40033,31.90000000000009,94.0
2011-05-03,2749.9,2773.0,2799.0,2710.5,2768.75,28796915650000,104007,-23.09999999999991,88.5
2011-05-04,2814.4,2698.1,2814.4,2680.2,2723.2,12697994980000,46629,116.30000000000018,134.20000000000027
2011-05-05,2698.15,2667.8,2720.0,2660.0,2689.64,4601967075000,17110,30.34999999999991,60.0
2011-05-06,2675.1,2700.15,2712.0,2651.6,2699.56,24983597120000,92547,-25.050000000000182,60.40000000000009
2011-05-09,2722.45,2743.0,2768.0,2717.0,2745.8,10091368560000,36752,-20.550000000000182,51.0
2011-05-10,2721.25,2691.05,2779.9,2656.0,2718.47,8902979250000,32750,30.199999999999818,123.90000000000009
2011-05-11,2691.0,2672.1,2725.0,2637.1,2677.23,58440502200000,218287,18.90000000000009,87.90000000000009
2011-05-12,2690.0,2750.5,2765.0,2675.0,2734.7,38820173515000,141954,-60.5,90.0
2011-05-13,2745.0,2768.4,2798.5,2745.0,2778.36,23972490325000,86283,-23.40000000000009,53.5
2011-05-16,2774.95,2793.5,2820.0,2759.9,2793.38,37599457390000,134602,-18.550000000000182,60.09999999999991
2011-05-17,2805.0,2848.85,2892.95,2802.0,2866.8,73394687160000,256016,-43.84999999999991,90.94999999999982
2011-05-18,2850.55,2864.55,2888.0,2837.45,2865.56,41762712615000,145740,-14.0,50.55000000000018
2011-05-19,2879.0,2847.7,2887.95,2828.0,2858.5,15399615105000,53873,31.300000000000182,59.94999999999982
2011-05-20,2816.0,2909.75,2920.2,2811.0,2878.4,27720964060000,96307,-93.75,109.19999999999982
2011-05-23,2912.0,2914.15,2949.0,2894.0,2915.74,41185368165000,141252,-2.150000000000091,55.0
2011-05-24,2930.0,2963.45,2992.0,2903.35,2968.52,71669248255000,241431,-33.44999999999982,88.65000000000009
2011-05-25,2950.1,3006.5,3024.9,2950.1,2991.74,112881359995000,377310,-56.40000000000009,74.80000000000018
2011-05-26,3018.9,2993.25,3045.0,2962.5,2999.21,110773293230000,369341,25.65000000000009,82.5
2011-05-27,2956.0,3006.35,3020.0,2956.0,2989.06,41770975050000,139746,-50.34999999999991,64.0
